PNG,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,DRAJ2000,DDECJ2000,PNstat,Catalogue,MajDiam,MinDiam,mainClass,subClass,GALEX_IAUName,GALEX_objID,photoExtractID,GALEX_RA,GALEX_DEC,E_bv,glon,glat,fov_radius,nuv_mag,nuv_magerr,fuv_mag,fuv_magerr,nuv_artifact,fuv_artifact,fuv_weight,nuv_weight,NUV_MAGERR_ISO,NUV_MAG_APER_1,NUV_MAG_APER_2,NUV_MAG_ISO,NUV_MAG_APER_3,NUV_MAG_APER_4,NUV_MAG_APER_5,NUV_MAG_APER_6,NUV_MAG_APER_7,NUV_MAGERR_APER_1,NUV_MAGERR_APER_2,NUV_MAGERR_APER_3,NUV_MAGERR_APER_4,NUV_MAGERR_APER_5,NUV_MAGERR_APER_6,NUV_MAGERR_APER_7,NUV_MAG_AUTO,NUV_MAGERR_AUTO,NUV_KRON_RADIUS,NUV_A_IMAGE,NUV_B_IMAGE,NUV_THETA_IMAGE,NUV_ELLIPTICITY,NUV_FWHM_IMAGE,NUV_CLASS_STAR,FUV_MAG_ISO,FUV_MAGERR_ISO,FUV_MAG_APER_1,FUV_MAG_APER_2,FUV_MAG_APER_3,FUV_MAG_APER_4,FUV_MAG_APER_5,FUV_MAG_APER_6,FUV_MAG_APER_7,FUV_MAGERR_APER_1,FUV_MAGERR_APER_2,FUV_MAGERR_APER_3,FUV_MAGERR_APER_4,FUV_MAGERR_APER_5,FUV_MAGERR_APER_6,FUV_MAGERR_APER_7,FUV_MAG_AUTO,FUV_MAGERR_AUTO,FUV_KRON_RADIUS,FUV_A_IMAGE,FUV_B_IMAGE,FUV_THETA_IMAGE,FUV_ELLIPTICITY,FUV_FWHM_IMAGE,FUV_CLASS_STAR,grankdist,ngrankdist,primggroupid,primgid,FUVavg,NUVavg,FUVavgerr,NUVavgerr,gdistancerank,HASHGALEXdist,NUV_DIFF_45
152.0-09.5,StDr~138,3,37,55.76,+,43,44,15.71,54.48233,43.7377,L,FrenchAmateurs,720.0,570.0,E,a;m;s;,GALEX~J033755.8+434415,6373026696482783525,6373026696479637504,54.48271,43.73777,0.34,152.05057,-9.5223,0.555,18.042,0.056,17.37,0.057,1,0,72.703,76.672,0.054,0.189,-0.549,-2.037,-1.384,-1.845,-1.987,-2.048,-2.045,0.208,0.135,0.078,0.058,0.055,0.057,0.063,-2.038,0.056,3.5,2.49,2.104,-7.523,0.155,5.268,0.909,-1.45,0.056,0.073,-0.601,-1.174,-1.403,-1.448,-1.456,-1.443,0.166,0.103,0.068,0.058,0.057,0.058,0.061,-1.45,0.057,3.5,1.874,1.767,19.975,0.057,3.291,0.984,1,2,6373026696482783525+6373026696516337903,6373026696482783525,17.37,17.981,0.0,0.061,0,1.023,0.042
153.7+22.8,Abell~16,6,43,55.5,,61,47,24.68,100.98109,61.79019,T,1992secg.book.....A,148.0,140.0,R,a;r;,GALEX~J064355.4+614724,6374258200005313965,6374258200002166784,100.98106,61.79015,0.153,153.77003,22.83223,0.307,17.918,0.048,17.245,0.052,0,0,95.172,77.266,0.046,-0.382,-1.031,-2.241,-1.694,-2.015,-2.095,-2.153,-2.207,0.149,0.097,0.063,0.05,0.048,0.049,0.05,-2.162,0.048,3.5,2.762,2.388,-28.48,0.135,3.46,0.983,-1.615,0.051,0.227,-0.487,-1.168,-1.489,-1.557,-1.58,-1.593,0.181,0.107,0.069,0.055,0.053,0.052,0.053,-1.575,0.052,3.5,2.162,1.993,20.798,0.078,3.922,0.983,2,-99,,6374258199971759592,-999.0,-999.0,-999.0,-999.0,-99,0.145,-0.02
153.7+22.8,Abell~16,6,43,55.5,,61,47,24.68,100.98109,61.79019,T,1992secg.book.....A,148.0,140.0,R,a;r;,GALEX~J064355.3+614724,6374258199971759592,6374258199968612352,100.98071,61.79009,0.153,153.77005,22.83206,0.286,17.911,0.045,17.236,0.046,0,0,110.969,87.422,0.043,-0.331,-1.044,-2.277,-1.75,-2.021,-2.132,-2.171,-2.215,0.148,0.092,0.056,0.047,0.045,0.045,0.046,-2.169,0.045,3.5,2.446,2.263,-37.806,0.075,3.627,0.984,-1.588,0.046,-0.007,-0.724,-1.325,-1.528,-1.575,-1.597,-1.621,0.146,0.086,0.056,0.048,0.047,0.046,0.046,-1.584,0.046,3.5,1.969,1.84,39.66,0.066,2.932,0.984,1,2,6374258199971759592+6374258200005313965,6374258199971759592,17.24,17.914,0.004,0.004,0,0.732,0.01
155.9+07.7,Pa~153,5,9,7.62,,53,10,28.2,77.28175,53.1745,L,PRC15,167.0,165.0,R,a;r;,GALEX~J050907.6+531028,6372921128367688840,6372921128364539904,77.28204,53.17457,0.61,155.99858,7.74116,0.473,19.614,0.126,19.506,0.161,1,0,85.672,69.984,0.117,1.586,0.704,-0.419,-0.089,-0.331,-0.436,-0.475,-0.43,0.426,0.231,0.141,0.124,0.129,0.146,0.18,-0.466,0.126,3.5,1.987,1.64,-76.678,0.174,10.816,0.983,0.669,0.153,2.18,1.455,0.954,0.737,0.689,0.65,0.688,0.461,0.252,0.185,0.167,0.165,0.177,0.203,0.686,0.161,3.5,1.705,1.534,-23.979,0.1,6.501,0.984,1,4,6372921128367688840+6372780437050228918+6372780437016674452+6372921128334134261,6372921128367688840,19.551,19.619,0.141,0.029,0,0.664,0.005
155.9+07.7,Pa~153,5,9,7.62,,53,10,28.2,77.28175,53.1745,L,PRC15,167.0,165.0,R,a;r;,GALEX~J050907.6+531027,6372780437050228918,6372780437047083008,77.28201,53.17437,0.61,155.99873,7.74103,0.53,19.656,0.114,19.793,0.202,5,0,77.266,88.594,0.106,1.751,0.891,-0.386,0.189,-0.293,-0.341,-0.456,-0.417,0.431,0.224,0.153,0.111,0.118,0.126,0.153,-0.424,0.114,3.5,2.08,1.83,46.624,0.12,7.056,0.968,0.951,0.188,3.039,2.13,1.273,0.995,0.966,0.959,0.992,0.863,0.438,0.231,0.199,0.21,0.229,0.272,0.973,0.202,3.5,1.846,1.442,34.55,0.219,6.578,0.983,2,-99,,6372921128367688840,-999.0,-999.0,-999.0,-999.0,-99,0.724,-0.051
155.9+07.7,Pa~153,5,9,7.62,,53,10,28.2,77.28175,53.1745,L,PRC15,167.0,165.0,R,a;r;,GALEX~J050907.5+531028,6372921128334134261,6372921128330985472,77.28128,53.17454,0.61,155.99834,7.74078,0.495,19.629,0.127,19.461,0.149,4,0,102.188,83.859,0.102,1.67,0.945,-0.587,0.27,-0.141,-0.368,-0.466,-0.483,0.378,0.226,0.161,0.126,0.121,0.13,0.153,-0.451,0.127,3.5,2.917,1.946,16.509,0.333,11.189,0.557,0.621,0.142,1.847,1.282,0.74,0.611,0.64,0.605,0.455,0.334,0.233,0.153,0.143,0.156,0.164,0.166,0.641,0.149,3.5,1.681,1.354,-18.93,0.195,3.389,0.999,4,-99,,6372921128367688840,-999.0,-999.0,-999.0,-999.0,-99,1.02,0.127
155.9+07.7,Pa~153,5,9,7.62,,53,10,28.2,77.28175,53.1745,L,PRC15,167.0,165.0,R,a;r;,GALEX~J050907.7+531028,6372780437016674452,6372780437013528576,77.28241,53.1746,0.61,155.99869,7.74136,0.531,19.576,0.15,19.445,0.214,1,0,52.68,55.852,0.13,1.326,0.683,-0.505,0.001,-0.237,-0.363,-0.566,-0.512,0.375,0.268,0.163,0.149,0.156,0.156,0.194,-0.504,0.15,3.5,2.376,1.991,24.492,0.162,4.782,0.982,0.606,0.202,3.146,1.943,0.961,0.743,0.626,0.682,0.777,1.216,0.513,0.249,0.229,0.217,0.243,0.302,0.625,0.214,3.5,1.903,1.498,-87.354,0.213,7.67,0.983,3,-99,,6372921128367688840,-999.0,-999.0,-999.0,-999.0,-99,1.457,0.026
156.3+12.5,HaWe~6,5,37,56.26,,55,32,15.5,84.48442,55.53764,P,1992secg.book.....A,175.0,160.0,,,GALEX~J053756.4+553214,6373308176826106427,6373308176825057280,84.48498,55.53747,0.342,156.30936,12.54494,0.391,15.533,0.018,-888.0,-999.0,0,-999,-999.0,59.695,0.017,-2.473,-3.221,-4.61,-4.003,-4.385,-4.484,-4.526,-4.554,0.068,0.043,0.025,0.019,0.018,0.018,0.018,-4.547,0.018,3.5,3.211,2.814,18.961,0.124,4.219,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6373308176826106427,6373308176826106427,-999.0,15.533,-999.0,0.018,0,1.3,-0.0
158.6+00.7,Sh~2-216,4,43,21.3,,46,42,5.8,70.83862,46.70161,T,1992secg.book.....A,6000.0,5940.0,R,a;r;s;,GALEX~J044321.3+464204,6372921228225676326,6372921228222529536,70.83886,46.70115,1.145,158.48694,0.47178,0.122,12.058,0.003,12.437,0.006,2,0,99.406,71.609,0.003,-4.252,-5.102,-8.064,-6.16,-7.037,-7.555,-7.767,-7.857,0.028,0.018,0.009,0.006,0.004,0.004,0.003,-8.022,0.003,3.5,7.313,6.86,-78.399,0.062,10.381,0.47,-6.447,0.005,-1.686,-2.605,-3.774,-4.689,-5.214,-5.5,-5.687,0.077,0.045,0.024,0.013,0.01,0.008,0.008,-6.383,0.006,3.5,19.732,16.717,89.059,0.153,8.467,0.029,1,2,6372921228225676326+6372921228190024843,6372921228225676326,12.437,12.077,0.006,0.02,0,1.758,0.418
158.6+00.7,Sh~2-216,4,43,21.3,,46,42,5.8,70.83862,46.70161,T,1992secg.book.....A,6000.0,5940.0,R,a;r;s;,GALEX~J044321.4+464204,6372921228190024843,6372921228188975104,70.83954,46.70123,1.145,158.48718,0.47218,0.146,12.097,0.003,-999.0,-999.0,10,8,96.953,73.781,0.003,-4.189,-5.042,-8.026,-6.101,-6.981,-7.505,-7.73,-7.826,0.028,0.018,0.009,0.006,0.004,0.004,0.003,-7.983,0.003,3.5,7.153,6.565,78.871,0.082,10.537,0.63,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6372921228225676326,-999.0,-999.0,-999.0,-999.0,-99,2.643,0.425
158.8+37.1,Abell~28,8,41,35.6,,58,13,48.43,130.39819,58.23012,L,1992secg.book.....A,330.0,316.0,R,a;s;,GALEX~J084135.5+581347,6373589678648461901,6373589678645313536,130.39796,58.22982,0.087,158.80254,37.17946,0.593,15.332,0.014,14.665,0.015,1,0,101.109,85.625,3.168573325312E13,-1.914,-2.693,-4.81,-3.628,-4.264,-4.559,-4.669,-4.716,0.077,0.049,0.026,0.018,0.015,0.014,0.014,-4.748,0.014,3.5,5.119,4.042,-68.267,0.21,8.322,0.714,-4.191,0.014,-2.33,-3.11,-3.78,-4.058,-4.125,-4.148,-4.166,0.053,0.029,0.019,0.016,0.015,0.015,0.015,-4.155,0.015,3.5,2.688,2.577,64.56,0.041,3.45,1.0,2,-99,,6373589666837299577,-999.0,-999.0,-999.0,-999.0,-99,1.169,0.195
158.8+37.1,Abell~28,8,41,35.6,,58,13,48.43,130.39819,58.23012,L,1992secg.book.....A,330.0,316.0,R,a;s;,GALEX~J084135.4+581349,6373589666837299577,6373589666834153472,130.39758,58.23028,0.087,158.80199,37.1792,0.462,15.272,0.013,14.888,0.018,0,0,85.328,82.438,0.013,-2.727,-3.485,-4.89,-4.247,-4.62,-4.716,-4.759,-4.786,0.055,0.031,0.019,0.015,0.014,0.014,0.013,-4.808,0.013,3.5,4.513,3.938,-1.877,0.127,4.132,0.992,-3.981,0.018,-2.09,-2.828,-3.528,-3.824,-3.899,-3.923,-3.943,0.064,0.039,0.024,0.02,0.019,0.019,0.018,-3.932,0.018,3.5,2.842,2.626,-72.254,0.076,3.528,1.0,1,2,6373589666837299577+6373589678648461901,6373589666837299577,14.776,15.302,0.111,0.03,0,1.304,-0.004
158.9+17.8,PuWe~1,6,19,33.95,,55,36,43.8,94.89146,55.61217,T,1992secg.book.....A,1240.0,1180.0,R,a;r;s;,GALEX~J061933.9+553643,6373308190820403169,6373308190817255424,94.89148,55.61214,0.139,158.92195,17.8554,0.364,14.505,0.009,13.688,0.01,2,0,82.641,89.031,0.009,-3.537,-4.244,-5.631,-5.008,-5.39,-5.497,-5.534,-5.559,0.033,0.021,0.013,0.01,0.009,0.009,0.009,-5.575,0.009,3.5,4.287,3.727,-45.326,0.131,4.095,0.994,-5.181,0.01,-3.531,-4.253,-4.835,-5.053,-5.1,-5.119,-5.135,0.033,0.019,0.013,0.011,0.01,0.01,0.01,-5.132,0.01,3.5,3.317,2.947,63.399,0.112,3.04,1.0,1,3,6373308190820403169+6373308190853957752+6373308190784751803,6373308190820403169,13.679,14.5,0.009,0.004,0,0.126,0.007
158.9+17.8,PuWe~1,6,19,33.95,,55,36,43.8,94.89146,55.61217,T,1992secg.book.....A,1240.0,1180.0,R,a;r;s;,GALEX~J061933.9+553644,6373308190853957752,6373308190850809856,94.89145,55.61226,0.139,158.92183,17.85543,0.379,14.494,0.009,13.67,0.01,2,0,105.328,87.562,0.009,-3.442,-4.206,-5.641,-4.973,-5.374,-5.503,-5.549,-5.574,0.038,0.022,0.013,0.01,0.009,0.009,0.009,-5.586,0.009,3.5,4.163,3.678,7.844,0.117,4.329,0.999,-5.205,0.009,-3.613,-4.277,-4.841,-5.052,-5.106,-5.128,-5.146,0.029,0.018,0.012,0.01,0.01,0.01,0.01,-5.15,0.01,3.5,3.615,3.375,-23.981,0.066,2.805,0.999,2,-99,,6373308190820403169,-999.0,-999.0,-999.0,-999.0,-99,0.337,0.029
158.9+17.8,PuWe~1,6,19,33.95,,55,36,43.8,94.89146,55.61217,T,1992secg.book.....A,1240.0,1180.0,R,a;r;s;,GALEX~J061933.8+553643,6373308190784751803,6373308190783700992,94.89121,55.612,0.139,158.92203,17.85521,0.349,14.5,0.009,-888.0,-999.0,2,-999,-999.0,87.812,0.009,-3.47,-4.268,-5.637,-5.017,-5.396,-5.503,-5.54,-5.563,0.038,0.021,0.013,0.01,0.009,0.009,0.009,-5.58,0.009,3.5,4.135,3.89,-31.434,0.059,4.015,0.991,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,3,-99,,6373308190820403169,-999.0,-999.0,-999.0,-999.0,-99,0.777,0.007
159.0-15.1,IC~351,3,47,33.0,,35,2,48.7,56.8875,35.04686,T,1992secg.book.....A,7.5,6.0,B,p;s;,GALEX~J034732.9+350249,6377635857814260591,6377635857813209088,56.88732,35.04711,0.238,159.05988,-15.19033,0.406,15.185,0.015,-888.0,-999.0,0,-999,-999.0,62.148,0.015,-2.523,-3.307,-4.938,-4.148,-4.636,-4.819,-4.873,-4.897,0.068,0.041,0.024,0.018,0.016,0.015,0.015,-4.895,0.015,3.5,3.286,2.942,12.439,0.105,4.724,0.983,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6377635857814260591,6377635857814260591,-999.0,15.185,-999.0,0.015,0,1.057,0.082
161.2-14.8,IC~2003,3,56,22.0,,33,52,30.58,59.0916,33.87516,T,1992secg.book.....A,10.0,8.1,E,a;r;s;,GALEX~J035621.9+335230,6377635855666774166,6377635855665725440,59.09137,33.87501,0.244,161.2774,-14.89098,0.504,14.911,0.014,-888.0,-999.0,1,-999,-999.0,54.602,0.013,-2.348,-3.102,-5.207,-4.026,-4.68,-4.972,-5.08,-5.137,0.073,0.048,0.027,0.018,0.015,0.014,0.014,-5.169,0.014,3.5,4.127,3.679,-84.848,0.109,6.905,0.219,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6377635855666774166,6377635855666774166,-999.0,14.911,-999.0,0.014,0,0.874,0.191
161.9-44.0,Fr~2-2,2,40,47.3,,10,21,2.48,40.19729,10.35069,P,DFrew,960.0,960.0,,,GALEX~J024047.1+102104,6377213704407089190,6377213704403943424,40.19656,10.35111,0.156,161.90625,-44.09064,0.446,13.025,0.004,12.856,0.007,0,128,85.078,97.203,0.004,-1.014,-1.935,-7.078,-3.226,-4.413,-5.333,-5.939,-6.316,0.126,0.068,0.033,0.017,0.011,0.008,0.006,-7.055,0.004,3.5,12.627,11.098,55.281,0.121,17.191,0.029,-6.048,0.006,-2.862,-3.72,-4.616,-5.195,-5.459,-5.57,-5.645,0.045,0.025,0.015,0.01,0.009,0.008,0.008,-5.964,0.007,3.5,13.755,12.114,-29.349,0.119,5.459,0.065,0,1,6377213704407089190,6377213704407089190,12.856,13.025,0.007,0.004,1,3.009,0.82
161.9-44.0,Fr~2-2,2,40,47.3,,10,21,2.48,40.19729,10.35069,P,DFrew,960.0,960.0,,,GALEX~J024047.1+102059,6377213704438546449,6377213704437497856,40.19629,10.34998,0.156,161.90685,-44.09172,0.447,12.844,0.006,-999.0,-999.0,0,0,51.289,43.773,0.006,-1.615,-2.498,-7.252,-3.697,-4.827,-5.715,-6.271,-6.598,0.124,0.079,0.04,0.022,0.013,0.01,0.008,-7.236,0.006,3.5,10.822,10.042,-80.995,0.072,17.487,0.053,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6377213704438546449,6377213704438546449,-999.0,12.844,-999.0,0.006,2,4.359,0.788
161.9-44.0,Fr~2-2,2,40,47.3,,10,21,2.48,40.19729,10.35069,P,DFrew,960.0,960.0,,,GALEX~J024047.5+102105,6377213704439597942,6377213704437497856,40.19829,10.3514,0.156,161.90797,-44.08944,0.447,-999.0,-999.0,13.199,0.011,0,0,51.75,43.469,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-5.662,0.011,-1.329,-2.15,-3.162,-3.958,-4.453,-4.728,-4.903,0.13,0.081,0.043,0.027,0.02,0.017,0.016,-5.621,0.011,3.5,20.93,13.406,-41.859,0.359,11.54,0.029,0,1,6377213704439597942,6377213704439597942,13.199,-999.0,0.011,-999.0,3,4.37,-0.1
162.1+47.9,WPS~54,9,51,25.9,,53,9,30.71,147.85788,53.15853,P,2005AJ....129..927R,3600.0,3600.0,,,GALEX~J095125.8+530931,3802377290727297474,3802377290726244352,147.85759,53.15872,0.012,162.1824,47.92349,0.4,13.944,0.002,-888.0,-999.0,2,-999,-999.0,1423.0,0.002,-3.422,-4.244,-6.188,-5.158,-5.749,-5.963,-6.035,-6.069,0.009,0.006,0.003,0.002,0.002,0.002,0.002,-6.136,0.002,3.5,6.009,5.858,-75.26,0.025,6.292,0.998,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,3802377290727297474,3802377290727297474,-999.0,13.944,-999.0,0.002,0,0.924,0.114
162.7+03.2,StDr~162,5,11,1.97,+,45,2,24.63,77.75821,45.04018,P,FrenchAmateurs,342.0,-999.0,,,GALEX~J051101.9+450225,6372921195977772134,6372921195976720384,77.75826,45.04036,0.683,162.78926,3.20324,0.361,19.386,0.122,-888.0,-999.0,0,-999,-999.0,61.391,0.11,1.091,0.438,-0.692,-0.234,-0.601,-0.665,-0.69,-0.708,0.336,0.22,0.145,0.118,0.125,0.143,0.167,-0.694,0.122,3.5,1.983,1.705,54.173,0.14,5.12,0.983,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6372921195977772134,6372921195977772134,-999.0,19.386,-999.0,0.122,0,0.648,-0.036
162.9-01.6,Kn~131,4,50,17.7,,41,54,53.2,72.57375,41.91478,T,HYPERLEDA_candidates,266.0,192.0,B,a;s;,GALEX~J045017.7+415452,6373061865820390648,6373061865819340800,72.57403,41.9147,0.757,162.93742,-1.6837,0.598,20.545,0.39,-888.0,-999.0,55,-999,-999.0,39.281,0.272,2.864,2.076,0.448,1.53,0.912,0.539,0.281,0.921,1.066,0.626,0.505,0.406,0.371,0.392,0.887,0.465,0.39,3.5,3.169,1.413,-74.818,0.554,12.683,0.84,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6373061865820390648,6373061865820390648,-999.0,20.545,-999.0,0.39,0,0.813,0.273
164.8+31.1,JnEr~1,7,57,51.6,,53,25,16.97,119.46512,53.42138,T,1992secg.book.....A,394.0,345.0,B,a;m;p;s;,GALEX~J075751.4+532518,6373695195257507034,6373695195254358016,119.46456,53.42173,0.056,164.80602,31.18074,0.496,15.368,0.012,14.383,0.014,1,0,100.406,112.547,0.012,-2.149,-2.987,-4.764,-3.834,-4.313,-4.456,-4.506,-4.545,0.059,0.035,0.02,0.015,0.013,0.013,0.013,-4.712,0.012,3.5,7.376,6.435,46.759,0.128,6.151,0.952,-4.428,0.014,-2.187,-2.934,-3.631,-3.946,-4.028,-4.06,-4.084,0.058,0.037,0.022,0.017,0.017,0.016,0.016,-4.437,0.014,3.5,17.122,8.584,44.139,0.499,5.836,0.851,1,3,6373695195257507034+6373695187739214055+3793897857053892044,6373695195257507034,14.383,15.361,0.014,0.031,0,1.732,0.043
164.8+31.1,JnEr~1,7,57,51.6,,53,25,16.97,119.46512,53.42138,T,1992secg.book.....A,394.0,345.0,B,a;m;p;s;,GALEX~J075751.5+532518,6373695187739214055,6373695187738165248,119.4646,53.42178,0.056,164.80595,31.18077,0.5,15.32,0.014,-999.0,-999.0,1,0,85.703,79.641,0.014,-2.135,-3.031,-4.823,-3.872,-4.359,-4.497,-4.552,-4.594,0.081,0.04,0.024,0.017,0.016,0.015,0.015,-4.76,0.014,3.5,8.592,5.877,-37.188,0.316,5.743,0.878,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6373695195257507034,-999.0,-999.0,-999.0,-999.0,-99,1.82,0.038
164.8+31.1,JnEr~1,7,57,51.6,,53,25,16.97,119.46512,53.42138,T,1992secg.book.....A,394.0,345.0,B,a;m;p;s;,GALEX~J075751.4+532518,3793897857053892044,3793897857052835840,119.46418,53.4217,0.056,164.80603,31.18051,0.525,15.394,0.003,-888.0,-999.0,1,-999,-999.0,1387.75,0.003,-1.661,-2.503,-4.729,-3.463,-4.091,-4.356,-4.449,-4.499,0.023,0.011,0.007,0.005,0.004,0.004,0.004,-4.686,0.003,3.5,7.752,6.411,-26.071,0.173,8.059,0.966,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,3,-99,,6373695195257507034,-999.0,-999.0,-999.0,-999.0,-99,2.326,0.165
164.8-09.8,Kn~51,4,25,26.86,,35,6,7.8,66.36192,35.10217,T,2014apn6.confE..48K,84.0,60.0,I,a;m;s;,GALEX~J042526.8+350608,6373061965680476576,6373061965677330432,66.36191,35.10224,0.36,164.80598,-9.83843,0.405,21.588,0.415,20.618,0.299,0,0,79.938,84.531,0.27,3.691,2.695,1.407,2.108,1.582,1.533,1.599,2.99,1.179,0.587,0.476,0.395,0.5,0.694,3.227,1.508,0.415,3.5,2.141,1.062,-87.45,0.504,9.025,0.949,1.965,0.288,2.91,2.268,1.978,1.845,1.57,1.571,1.602,0.625,0.381,0.3,0.324,0.298,0.377,0.492,1.798,0.299,3.785,1.164,1.077,-82.885,0.074,2.66,0.945,2,-99,,6373061965714031026,-999.0,-999.0,-999.0,-999.0,-99,0.244,-0.051
164.8-09.8,Kn~51,4,25,26.86,,35,6,7.8,66.36192,35.10217,T,2014apn6.confE..48K,84.0,60.0,I,a;m;s;,GALEX~J042526.8+350607,3950749787825898262,3950749787824848896,66.36182,35.10213,0.36,164.80602,-9.83856,0.402,20.805,0.082,-888.0,-999.0,0,-999,-999.0,1205.5,0.068,2.863,2.064,0.729,1.325,0.919,0.768,0.711,0.683,0.196,0.114,0.075,0.066,0.074,0.091,0.114,0.725,0.082,3.5,2.295,2.009,22.219,0.125,5.668,0.433,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,3,-99,,6373061965714031026,-999.0,-999.0,-999.0,-999.0,-99,0.333,0.051
164.8-09.8,Kn~51,4,25,26.86,,35,6,7.8,66.36192,35.10217,T,2014apn6.confE..48K,84.0,60.0,I,a;m;s;,GALEX~J042526.9+350608,6373061965714031026,6373061965710884864,66.36207,35.10243,0.36,164.80594,-9.83821,0.401,21.327,0.348,19.622,0.199,0,0,68.25,77.672,0.238,3.097,2.358,1.083,1.583,1.182,1.421,1.565,1.205,0.826,0.534,0.361,0.311,0.481,0.748,0.684,1.247,0.348,3.5,1.864,1.105,-68.577,0.407,8.586,0.966,0.922,0.193,2.718,2.041,1.418,1.054,0.922,0.919,1.046,0.571,0.391,0.268,0.229,0.229,0.255,0.334,0.802,0.199,3.5,2.066,1.344,57.792,0.349,9.899,0.755,1,3,6373061965714031026+6373061965680476576+3950749787825898262,6373061965714031026,20.12,21.24,0.498,0.325,0,1.032,-0.339
165.4-05.2,Kn~37,4,44,37.76,,37,39,15.2,71.15733,37.65422,T,2010PASA...27..156J,31.0,28.0,E,r;s;,GALEX~J044437.7+373915,3957258896670722413,3957258896669671424,71.15715,37.65426,0.926,165.49739,-5.26251,0.283,21.244,0.21,-888.0,-999.0,4,-999,-999.0,524.625,0.122,4.011,2.895,1.04,1.883,1.677,1.391,1.27,1.178,0.574,0.297,0.15,0.162,0.171,0.205,0.245,1.164,0.21,5.295,2.359,1.498,9.238,0.365,8.435,0.894,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6373061935615707063,-999.0,-999.0,-999.0,-999.0,-99,0.525,0.186
